0.179231	0.179231	Tomás
0.726881	0.726881	piensa
1.204830	1.204830	que
1.423890	1.423890	algo
1.852052	1.852052	muy
2.210514	2.210514	grande
2.559018	2.559018	debía
3.017053	3.017053	estar
3.504959	3.504959	caminando
4.211925	4.211925	por
4.421028	4.421028	el
4.630130	4.630130	bosque
5.506370	5.506370	y
5.695558	5.695558	que
5.944490	5.944490	ese
6.292994	6.292994	algo
6.721157	6.721157	muy
7.049747	7.049747	grande
7.995688	7.995688	podría
8.593124	8.593124	aún
8.852013	8.852013	estar
9.200517	9.200517	cerca
