0.198620	0.198620	Kookum
0.615082	0.615082	leur
0.858553	0.858553	explique
1.659441	1.659441	que
1.723512	1.723512	la
1.979797	1.979797	confiture
2.530808	2.530808	sera
3.062598	3.062598	prête
3.632831	3.632831	lorsqu'ils
4.190249	4.190249	se
4.254320	4.254320	lèveront
5.234608	5.234608	demain
5.606220	5.606220	matin
6.650579	6.650579	mais
6.842792	6.842792	que
7.028598	7.028598	pour
7.297697	7.297697	l'instant
8.303613	8.303613	c'est
8.463791	8.463791	l'heure
9.226237	9.226237	d'aller
9.309529	9.309529	de
9.386415	9.386415	se
9.463300	9.463300	coucher
