0.109098	Lily
0.462576	takes
0.842237	the
0.981882	hint
1.221898	and
1.435730	rushes
1.802300	out
1.955037	of
2.081591	the
2.186325	room
3.176935	She
3.373311	comes
3.726789	back
3.892618	with
4.032264	her
4.272279	doll
5.009782	and
5.245434	pulls
5.559636	the
5.703646	moccasins
6.310231	off
6.545882	it's
6.681164	feet