0.321147	Th’ath’iyekw
1.217682	kw’es
1.578973	iyothets
2.047312	te
2.502270	swayel
4.402389	xwel
4.991159	latelh
5.432736	qwulh
5.860932	xwi
6.088411	te
6.356033	Tomas
7.199044	xwela
7.600478	te
7.881481	latelh
8.724492	si:mex
9.286499	ste’awel
10.410514	kw’es
10.932378	chelexwes
11.454241	te
11.788769	Mo:shum
12.832497	kwes
13.260693	i:mexosem
