0.300268	0.300268	Lily
0.990885	0.990885	veut
1.401252	1.401252	être
1.841645	1.841645	sûre
2.231994	2.231994	de
2.512244	2.512244	pouvoir
2.992674	2.992674	cueillir
3.533156	3.533156	des
3.753353	3.753353	baies
4.974444	4.974444	Elle
5.334766	5.334766	nettoie
5.845222	5.845222	rapidement
6.575875	6.575875	la
6.786063	6.786063	cuisine
7.997145	7.997145	et
8.267386	8.267386	court
8.687762	8.687762	dehors
9.328334	9.328334	pour
9.608584	9.608584	rejoindre
10.089013	10.089013	son
10.399291	10.399291	frère
