0.221328	0.221328	Ils
0.454304	0.454304	sautent
0.722227	0.722227	du
0.850364	0.850364	lit
1.560942	1.560942	et
1.887109	1.887109	descendent
2.516146	2.516146	dans
2.632634	2.632634	la
2.807367	2.807367	cuisine
3.517945	3.517945	en
3.739272	3.739272	courant
5.498245	5.498245	Lorsque
5.742870	5.742870	Lily
6.465097	6.465097	s'assoit
7.000943	7.000943	à
7.245568	7.245568	table
8.340558	8.340558	elle
8.515290	8.515290	remarque
9.435547	9.435547	quelque
9.819959	9.819959	chose
10.041286	10.041286	sur
10.355804	10.355804	le
10.495590	10.495590	rebord
10.949894	10.949894	de
11.043085	11.043085	la
11.147924	11.147924	fenêtre
12.522486	12.522486	du
12.673920	12.673920	saumon
13.512636	13.512636	confit
