0.296069	0.296069	Lily
1.175025	1.175025	comprend
1.757911	1.757911	le
1.933703	1.933703	message
2.914432	2.914432	et
3.043962	3.043962	sort
3.478814	3.478814	de
3.599092	3.599092	la
3.932170	3.932170	pièce
4.505805	4.505805	en
4.727857	4.727857	courant
6.023160	6.023160	Elle
6.245212	6.245212	revient
6.744829	6.744829	avec
7.133420	7.133420	sa
7.299959	7.299959	poupée
8.326949	8.326949	et
8.465731	8.465731	lui
8.734044	8.734044	enlève
9.104131	9.104131	ses
9.270670	9.270670	mocassins
