0.176821	0.176821	Il
0.333995	0.333995	trouva
0.923397	0.923397	les
1.041277	1.041277	#Enfants
2.072731	2.072731	serrés
3.035421	3.035421	les
3.231889	3.231889	uns
3.654294	3.654294	contre
3.978465	3.978465	les
4.214226	4.214226	autres
4.911685	4.911685	dans
5.059036	5.059036	le
5.422500	5.422500	#Panier
6.915653	6.915653	Ils
7.053180	7.053180	savaient
7.888166	7.888166	tous
8.300748	8.300748	qui
8.418628	8.418628	les
8.693683	8.693683	avait
8.929444	8.929444	attrapés
10.186835	10.186835	C'était
10.845001	10.845001	Kalkalilh