0.255367	0.255367	Ils
0.466322	0.466322	lui
0.777203	0.777203	dirent
1.088085	1.088085	de
1.421172	1.421172	courir
1.920803	1.920803	à
2.087346	2.087346	la
2.231684	2.231684	#Maison
2.753521	2.753521	le
3.008888	3.008888	plus
3.264255	3.264255	vite
3.630650	3.630650	possible
4.663221	4.663221	et
4.985205	4.985205	d'aller
5.495939	5.495939	chercher
5.928952	5.928952	de
5.995570	5.995570	l'aide
7.305713	7.305713	Le
7.527771	7.527771	brave
8.116225	8.116225	petit
8.493724	8.493724	garçon
9.326442	9.326442	sortit
9.903793	9.903793	du
10.236880	10.236880	#Panier
11.269450	11.269450	et
11.447097	11.447097	se
11.780184	11.780184	sauva
12.557387	12.557387	dans
12.779445	12.779445	les
12.968195	12.968195	buissons