0.446741	0.446741	Lorsque
1.027503	1.027503	ces
1.259808	1.259808	gens
1.617201	1.617201	vont
1.795897	1.795897	mieux
2.555356	2.555356	et
2.742987	2.742987	qu'ils
3.011032	3.011032	rentrent
3.466707	3.466707	chez
3.886643	3.886643	eux
4.905212	4.905212	ils
4.994560	4.994560	se
5.307278	5.307278	rendent
5.879106	5.879106	compte
6.218629	6.218629	qu'ils
6.361586	6.361586	sont
6.736848	6.736848	partis
7.299741	7.299741	pendant
7.773286	7.773286	plus
8.112809	8.112809	longtemps
8.586354	8.586354	qu'ils
8.836529	8.836529	l'imaginaient
