0.143435	Voilà
0.638693	qui
0.755065	est
0.879556	mieux!
1.520956	Mais
1.748288	ATTENTION
2.200244	AUX
2.322029	ASTÉROÏDES!
3.496575	///
3.496575	Et
3.694137	À
3.788859	CE
3.997246	SATELLITE!
4.833501	///
4.833501	Comme
5.082483	de
5.271926	vrais
5.480313	astronautes,
6.468123	ils
6.565551	manœuvrent
7.174474	habilement
7.761747	pour
7.883532	éviter
8.427504	tous
8.54117	les
8.708962	dangers.
10.143316	Ouf,
11.106768	ils
11.307036	ont
11.512717	réussi!
