0.412315	0.412315	Les
0.702050	0.702050	enfants
1.381813	1.381813	étaient
1.816415	1.816415	très
2.384741	2.384741	contents
2.919636	2.919636	de
3.008785	3.008785	retrouver
3.588255	3.588255	leurs
3.799984	3.799984	parents
5.159510	5.159510	Ils
5.426957	5.426957	promirent
6.117863	6.117863	de
6.452173	6.452173	toujours
6.964781	6.964781	aller
7.377096	7.377096	au
7.544251	7.544251	lit
8.090289	8.090289	lorsqu'on
8.591754	8.591754	leur
9.048643	9.048643	demanderait
10.285588	10.285588	et
10.385881	10.385881	de
10.508461	10.508461	ne
10.853914	10.853914	plus
11.009925	11.009925	jamais
11.723119	11.723119	se
11.789981	11.789981	lever
12.336020	12.336020	au
12.458600	12.458600	milieu
12.837484	12.837484	de
12.960064	12.960064	la
13.127219	13.127219	nuit
