0.298877	0.298877	Il
0.470958	0.470958	le
0.706437	0.706437	prend
1.367589	1.367589	et
1.539670	1.539670	le
1.757035	1.757035	met
1.965343	1.965343	sur
2.227993	2.227993	sa
2.309505	2.309505	tête
3.849174	3.849174	Il
4.175222	4.175222	rit
4.419758	4.419758	et
5.017512	5.017512	a
5.225820	5.225820	l'air
5.723949	5.723949	très
6.213020	6.213020	excité
7.571552	7.571552	Lily
8.214591	8.214591	se
8.377615	8.377615	met
8.694606	8.739890	à
8.875743	8.875743	rire
9.274246	9.274246	aussi
