0.494414	0.494414	Genial
1.744442	1.744442	se
2.024299	2.024299	dice
2.397442	2.397442	Tomás
2.863870	2.863870	a
3.022456	3.022456	sí
3.125070	3.125070	mismo
3.908669	3.908669	cuando
4.384426	4.384426	no
4.580326	4.580326	la
4.785555	4.785555	quieres
5.074740	5.074740	cerca
5.793040	5.793040	está
6.175511	6.175511	allí
6.502011	6.502011	mismo
7.266953	7.266953	Y
7.462853	7.462853	cuando
7.724053	7.724053	quieres
8.003910	8.003910	que
8.153167	8.153167	lo
8.395710	8.395710	esté
8.936767	8.936767	desaparece
