0.067173	0.067173	Lily
0.700522	0.700522	le
0.882849	0.882849	cuenta
1.285889	1.285889	a
1.410639	1.410639	Mooshum
2.043987	2.043987	sobre
2.408642	2.408642	su
2.773297	2.773297	aventura
3.128356	3.128356	con
3.349069	3.349069	la
3.502608	3.502608	criatura
4.164744	4.164744	gigante
5.191536	5.191536	y
5.316286	5.316286	el
5.584980	5.584980	collar
6.208732	6.208732	y
6.352674	6.352674	la
6.640560	6.640560	canción
7.676948	7.676948	pero
8.252719	8.252719	sobre
8.598182	8.598182	todo
9.049202	9.049202	cómo
9.500223	9.500223	salvó
9.730532	9.730532	a
9.960840	9.960840	Tomás
