0.211251	0.211251	Thomas
0.936548	0.936548	et
1.197091	1.197091	Lily
1.873096	1.873096	arrivent
2.316724	2.316724	chez
2.506850	2.506850	leurs
2.816686	2.816686	grand-parents
3.809567	3.809567	Mooshum
4.619365	4.619365	et
4.858783	4.858783	Kookum
5.724914	5.724914	qui
5.830539	5.830539	habitent
6.379793	6.379793	un
6.598086	6.598086	joli
7.210715	7.210715	chalet
8.069805	8.069805	niché
8.957061	8.957061	dans
9.140145	9.140145	les
9.520398	9.520398	magnifiques
10.294986	10.294986	montagnes
10.942824	10.942824	Rocheuses
