0.214898	0.214898	They
0.453029	0.453029	hop
0.726008	0.726008	out
0.847977	0.847977	of
1.016411	1.016411	bed
1.283582	1.283582	and
1.539137	1.539137	run
1.829540	1.829540	down
2.056055	2.056055	to
2.131559	2.131559	the
2.270953	2.270953	kitchen
3.455798	3.455798	When
3.775241	3.775241	Lily
3.984332	3.984332	sits
4.309583	4.309583	down
4.524482	4.524482	at
4.681299	4.681299	the
4.849733	4.849733	table
5.436348	5.436348	she
5.535085	5.535085	notices
6.046194	6.046194	something
6.505031	6.505031	on
6.557304	6.557304	the
6.766394	6.766394	window
7.068413	7.068413	sill
8.067400	8.067400	candied
8.654015	8.654015	salmon
