0.189056	0.189056	Ignorando
0.816993	0.816993	a
0.985793	0.985793	Lily
1.465185	1.465185	Tomás
1.823041	1.823041	se
2.018850	2.018850	adelanta
2.538754	2.538754	un
2.653538	2.653538	largo
3.092419	3.092419	trecho
4.024195	4.024195	A
4.206499	4.206499	veces
4.625124	4.625124	Lily
4.982980	4.982980	no
5.145028	5.145028	lo
5.354340	5.354340	ve
5.577157	5.577157	y
5.739205	5.739205	tiene
5.874245	5.874245	que
6.103813	6.103813	correr
6.448165	6.448165	para 
6.664229	6.664229	alcanzarlo
