0.257147	0.257147	Aygwa
0.649634	0.649634	muyow
1.082724	1.082724	ehtugopuychic
2.354925	2.354925	Lily
2.666208	2.666208	awa
2.909821	2.909821	puhchi-wehpimnum
4.141419	4.141419	gahgeepee
4.696315	4.696315	tahguna
4.899326	4.899326	entowaytuh
6.266265	6.266265	oostesuh
6.536946	6.536946	guhtahgunumeeit
8.837735	8.837735	mahgehgwah
9.284358	9.284358	Thomas
9.609176	9.609176	oohya
10.055799	10.055799	ootinum
10.475355	10.475355	gahgepehtahgoona
11.314466	11.314466	tatahkscum
12.153577	12.153577	aygooma
12.437792	12.437792	gah-gehpuchi
13.263369	13.263369	wehpinumee-it
14.048344	14.048344	ooseemsa
