0.236618	0.236618	Mais
0.328212	0.328212	les
0.694587	0.694587	enfants
1.137292	1.137292	ne
1.351011	1.351011	l'écoutèrent
2.037965	2.037965	pas
2.961538	2.961538	même
3.617961	3.617961	pas
3.740086	3.740086	lorsqu'il
4.480471	4.480471	dit
4.785784	4.785784	que
5.068199	5.068199	Kalkalilh
6.007037	6.007037	allait
6.388678	6.388678	venir
6.777952	6.777952	les
6.945875	6.945875	attraper
7.968674	7.968674	s'ils
8.190026	8.190026	n'allaient
8.564034	8.564034	pas
8.647996	8.647996	au
8.800652	8.800652	lit
