0.435108	0.435108	Thomas
0.880336	0.880336	se
1.173781	1.173781	précipite
1.942810	1.942810	dans
2.124948	2.124948	la
2.347562	2.347562	cuisine
3.339205	3.339205	et
3.450512	3.450512	voit
3.895739	3.895739	Lily
4.452273	4.452273	assise
5.049282	5.049282	par
5.373084	5.373084	terre
5.949856	5.949856	au
6.162351	6.162351	milieu
6.668291	6.668291	d'un
7.052805	7.052805	nuage
7.619458	7.619458	de
7.882547	7.882547	farine
8.995615	8.995615	en
9.197991	9.197991	train
9.653337	9.653337	de
9.875951	9.875951	rire
10.199753	10.199753	aux
10.644980	10.644980	éclats
