0.405594	0.405594	La
0.716262	0.716262	cheville
1.363487	1.363487	qui
1.492932	1.492932	s'était
1.967564	1.967564	coincée
2.606159	2.606159	dans
2.821901	2.821901	la
3.141199	3.141199	racine
3.840202	3.840202	lui
4.133610	4.133610	fait
4.418389	4.418389	très
4.841243	4.841243	mal
6.247879	6.247879	et
6.463621	6.463621	des
6.808807	6.808807	larmes
7.257550	7.257550	commencent
7.723552	7.723552	à
8.025590	8.025590	couler
8.431185	8.431185	sur
8.629667	8.629667	ses
8.992113	8.992113	joues
