0.108859	0.108859	Tomás
0.577791	0.577791	camina
1.105340	1.105340	cuidadosamente
2.185559	2.185559	por
2.378156	2.378156	las
2.637743	2.637743	rocas
2.847088	2.847088	hacia
3.282525	3.282525	la
3.625850	3.625850	playa
4.613957	4.613957	Con
4.798181	4.798181	cada
5.116384	5.116384	paso
5.417841	5.417841	que
5.694176	5.694176	toma
6.313836	6.313836	se
6.498059	6.498059	agarra
6.908375	6.908375	de
7.067477	7.067477	las
7.377307	7.377307	rocas
7.888108	7.888108	para
8.130948	8.130948	no
8.507769	8.507769	caerse
