0.151846	0.151846	Pero
0.519475	0.519475	el
0.703289	0.703289	gigante
1.270715	1.270715	no
1.366618	1.366618	se
1.598383	1.598383	mueve
2.309664	2.309664	y
2.429543	2.429543	más
2.741228	2.741228	bien
2.901066	2.901066	le
3.180783	3.180783	responde
3.684274	3.684274	con
4.035918	4.035918	un
4.307643	4.307643	ALARIDO
4.723223	4.723223	a
4.923021	4.923021	Tomás
5.842091	5.842091	Tomás
6.689235	6.689235	vuelve
7.120798	7.120798	a
7.256661	7.256661	caerse
7.672241	7.672241	sobre
7.975933	7.975933	la
8.287618	8.287618	arena
