0.282449	0.282449	Cette
0.778874	0.778874	nuit-là
1.917228	1.917228	Thomas
2.439330	2.439330	dort
2.713219	2.713219	d'un
3.106936	3.106936	sommeil
3.723187	3.723187	profond
4.998486	4.998486	tandis
5.580502	5.580502	qu'une
5.974218	5.974218	lègére
6.539115	6.539115	brise
7.240958	7.240958	agite
7.703146	7.703146	les
7.874327	7.874327	rideaux
9.500547	9.500547	Tout
9.671728	9.671728	à
9.808673	9.808673	coup
10.664578	10.664578	il
10.767287	10.767287	est
11.092531	11.092531	réveillé
11.811491	11.811491	par
11.931318	11.931318	un
12.136735	12.136735	bruit
12.667396	12.667396	qui
12.787223	12.787223	vient
13.146703	13.146703	d'en
13.420593	13.420593	bas
