0.262659	0.262659	we
0.697689	0.697689	chen
1.280465	1.280465	xwexwiyusen
2.528097	2.528097	ti
2.675843	2.675843	sxexwiyam
4.030180	4.030180	tina7
4.727869	4.727869	i7xw
4.867407	4.867407	encha
5.474807	5.474807	ti
5.688218	5.688218	stelmexw
6.632150	6.632150	na
6.878393	6.878393	tsut
7.182093	7.182093	Mooshum
8.544639	8.544639	Tewintswit
9.636317	9.636317	ti
9.784063	9.784063	men
10.046722	10.046722	men
10.744411	10.744411	welh
10.957822	10.957822	hawkswit
12.000252	12.000252	huya7
12.484530	12.484530	ti
12.656900	12.656900	yaywes
