0.202666	0.202666	Il
0.285574	0.285574	leur
0.663270	0.663270	dit
0.911996	0.911996	de
0.967268	0.967268	ramasser
2.026658	2.026658	tout
2.137203	2.137203	ce
2.330656	2.330656	qu'ils
2.616231	2.616231	pouvaient
3.399258	3.399258	et
3.528227	3.528227	de
3.611135	3.611135	le
3.758529	3.758529	jeter
4.421798	4.421798	à
4.596828	4.596828	Kalkalilh
6.503728	6.503728	Ils
6.614273	6.614273	rèussirent
7.176210	7.176210	à
7.286755	7.286755	lui
7.682875	7.682875	faire
8.078994	8.078994	perdre
8.401417	8.401417	son
8.668567	8.668567	équilibre
9.516079	9.516079	et
9.608199	9.608199	la
9.985895	9.985895	poussèrent
10.529407	10.529407	dans
10.603104	10.603104	le
10.861042	10.861042	#Feu