0.069735	0.069735	Lily
0.618896	0.618896	está
0.845534	0.845534	rezagada
1.917707	1.917707	recoge
2.423284	2.423284	frutos
2.955012	2.955012	secos
3.233951	3.233951	y
3.355987	3.355987	los
3.608776	3.608776	enhebra
4.271256	4.271256	juntos
5.299845	5.299845	Se
5.578784	5.578784	está
5.936175	5.936175	haciendo
6.302283	6.302283	un
6.563788	6.563788	collar
6.790426	6.790426	de
6.886311	6.886311	ceremonias
7.792864	7.792864	para
8.010785	8.010785	usar
8.298441	8.298441	en
8.507646	8.507646	los
8.751717	8.751717	powwows
